,Latitude,Longitude,Medal Ceremony?,Sport Group,Events Split,Time,Date,Sport,Venue
186,35.630141395249126, 139.7762643781928,False,Triathlon,Women,22:30:00,2021-07-27,Triathlon,Odaiba Marine Park
187,35.336127096773154, 140.39491001303773,False,Surfing,Men's Quarterfinals,23:00:00,2021-07-27,Surfing,Tsurigasaki Surfing Beach
188,35.60796457817903, 139.8147625026683,False,Rowing,Men's Single Sculls Semifinals C/D,00:30:00,2021-07-27,Rowing,Sea Forest Waterway
189,35.66446761779039, 139.52756286092847,False,Rugby,Men's Pool Round (6 matches),01:00:00,2021-07-27,Rugby,Tokyo Stadium
190,35.7811380207295, 139.58779467064903,False,Shooting,10m Air Pistol Mixed Team Qualification,01:00:00,2021-07-27,Shooting,Asaka Shooting Range
191,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group A: Japan vs Montenegro,01:00:00,2021-07-27,Handball,Yoyogi National Stadium
192,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (4 matches),01:00:00,2021-07-27,Beach volleyball,Shiokaze Park
193,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool B: ROC vs Argentina,01:00:00,2021-07-27,Volleyball,Ariake Arena
194,35.65025376166539, 139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,01:30:00,2021-07-27,Archery,Yumenoshima Park Archery Field
195,35.59269081886343, 139.75405101776522,False,Hockey,Men's Pool A: Argentina vs Australia,01:30:00,2021-07-27,Hockey,Oi Hockey Stadium
196,35.66516093172041, 139.52508181634872,False,Badminton,Men's Singles Group Play Stage,02:00:00,2021-07-27,Badminton,Musashino Forest Sport Plaza
197,35.679538129089025, 139.71224149090568,False,Tennis,Men's Singles Round 3,02:00:00,2021-07-27,Table Tennis,Tokyo Metropolitan Gymnasium
198,35.59269081886343, 139.75405101776522,False,Hockey,Men's Pool A: India vs Spain,02:00:00,2021-07-27,Hockey,Oi Hockey Stadium
199,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Preliminary Round - Group A: South Africa vs United States,02:00:00,2021-07-27,Water Polo,Tatsumi Water Polo Centre
200,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group B: Japan vs France,02:00:00,2021-07-27,Basketball,Saitama Super Arena
201,35.64977449961884, 140.03645074412134,False,Martial Arts,Women +67 kg Round of 16 (8 matches),02:00:00,2021-07-27,Taekwondo,Makuhari Messe Hall
202,35.64977449961884, 140.03645074412134,False,Fencing,Women's Epée Team Table of 16,02:00:00,2021-07-27,Fencing,Makuhari Messe Hall
203,35.65154002713155, 139.81526845227876,False,Swimming,Women's 200m Freestyle Semifinals,02:30:00,2021-07-27,Swimming,Tokyo Aquatics Centre
204,35.63522638292027, 139.78961039488578,False,Tennis,Men's Singles Second Round,03:00:00,2021-07-27,Tennis,Ariake Tennis Park
205,35.69328639505304, 139.74961103902368,False,Martial Arts,Women -63 kg Elimination Rounds,03:00:00,2021-07-27,Judo,Nippon Budokan
206,35.69708642863296, 139.79336043405075,False,Boxing,Men's Welter (63-69kg) - Preliminaries - Round of 16,03:00:00,2021-07-27,Boxing,Kokugikan Arena
207,35.67697382447295, 139.76380194086386,False,Weightlifting,Women's 59 kg Group B and Women's 64 kg Group B,03:50:00,2021-07-27,Weightlifting,Tokyo International Forum
208,35.29979336326726, 139.48406276201857,False,Sailing,Laser Men,04:00:00,2021-07-27,Sailing,Enoshima Yacht Harbour
209,35.44332814187166, 139.64046498472052,False,Baseball,Softball Bronze Medal Game,05:00:00,2021-07-27,Softball,Yokohama Baseball Stadium
210,35.62349586496833, 139.7773659975334,False,Basketball,Women's Pool Round (2 games),05:30:00,2021-07-27,3x3 Basketball,Aomi Urban Sports Park
211,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group B: Nigeria vs United States,05:40:00,2021-07-27,Basketball,Saitama Super Arena
212,35.643601065815034, 139.85504382104045,False,Canoeing,Kayak (K1) Women Semi-final,06:00:00,2021-07-27,Canoe Slalom,Kasai Canoe Slalom Centre
213,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Preliminary Round - Group B: Kazakhstan vs Serbia,06:00:00,2021-07-27,Water Polo,Tatsumi Water Polo Centre
214,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group B: Sweden vs ROC,06:15:00,2021-07-27,Handball,Yoyogi National Stadium
215,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool A: Japan vs Serbia,06:20:00,2021-07-27,Volleyball,Ariake Arena
216,35.679538129089025, 139.71224149090568,False,Tennis,Men's Singles Round 3,06:30:00,2021-07-27,Table Tennis,Tokyo Metropolitan Gymnasium
217,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (3 matches),07:00:00,2021-07-27,Beach Volleyball,Shiokaze Park
218,35.008554056580564, 139.01269403251226,False,Cycling,Women's Cross-country,07:00:00,2021-07-27,Cycling Mountain Bike,Izu MTB Course
219,35.65154002713155, 139.81526845227876,False,Diving,Women's Synchronised 10m Platform Final,07:00:00,2021-07-27,Diving,Tokyo Aquatics Centre
220,35.67697382447295, 139.76380194086386,False,Weightlifting,Women's 59 kg Group A,07:50:00,2021-07-27,Weightlifting,Tokyo International Forum
221,35.65025376166539, 139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,08:00:00,2021-07-27,Archery,Yumenoshima Park Archery Field
222,35.66446761779039, 139.52756286092847,False,Rugby,Men's Placing 9-12 (2 matches) & Quarter-finals (4 matches),08:30:00,2021-07-27,Rugby,Tokyo Stadium
223,35.62349586496833, 139.7773659975334,False,Basketball,Women's Pool Round (2 games),09:00:00,2021-07-27,3x3 Basketball,Aomi Urban Sports Park
224,35.6369951864692, 139.63364991415503,False,Equestrian,Dressage Team Grand Prix Special,09:00:00,2021-07-27,Equestrian,Equestrian Park
225,35.99213056967567, 140.64152126184229,False,Football, Women's Group G: United States vs Australia,09:00:00,2021-07-27,Football,Ibaraki Kashima Stadium
226,38.33557331725407, 140.95096377309127,False,Football,Women's Group G: New Zealand vs Sweden,09:00:00,2021-07-27,Football,Miyagi Stadium
227,35.69328639505304, 139.74961103902368,False,Martial Arts,Women -63 kg Repechage,09:00:00,2021-07-27,Judo,Nippon Budokan
228,35.69708642863296, 139.79336043405075,False,Boxing,Men's Welter (63-69kg) - Preliminaries - Round of 16,09:00:00,2021-07-27,Boxing,Kokugikan Arena
229,35.66516093172041, 139.52508181634872,False,Badminton,Men's Singles Group Play Stage,10:00:00,2021-07-27,Badminton,Musashino Forest Sport Plaza
230,35.647754733125474, 139.8195228619168,False,Water Polo,Men's Preliminary Round - Group A: Japan vs Hungary,10:20:00,2021-07-27,Water Polo,Tatsumi Water Polo Centre
231,35.64977449961884, 140.03645074412134,False,Fencing,Women's Epée Team Bronze Medal Match,10:30:00,2021-07-27,Fencing,Makuhari Messe Hall
232,35.59269081886343, 139.75405101776522,False,Hockey,Men's Pool B: Belgium vs South Africa,10:30:00,2021-07-27,Hockey,Oi Hockey Stadium
233,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group C: Australia vs Belgium,09:20:00,2021-07-27,Basketball,Saitama Super Arena
234,35.65154002713155, 139.81526845227876,False,Swimming,Men's 100m Freestyle - Heats,11:00:00,2021-07-27,Swimming,Tokyo Aquatics Centre
235,35.64977449961884, 140.03645074412134,False,Martial Arts,Women +67 kg Repechages (2 matches),11:00:00,2021-07-27,Taekwondo,Makuhari Messe Hall
236,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group A: Angola vs Norway,11:30:00,2021-07-27,Handball,Yoyogi National Stadium
237,35.679538129089025, 139.71224149090568,False,Tennis,Men's Singles Round of 16,11:30:00,2021-07-27,Table Tennis,Tokyo Metropolitan Gymnasium
238,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool A: Brazil vs Dominican Rep.,11:40:00,2021-07-27,Volleyball,Ariake Arena
239,35.64167062421445, 139.79257372832834,False,Gymnastics,Women's Team Final,11:45:00,2021-07-27,Artistic Gymnastics,Ariake Gymnastics Centre
240,35.67697382447295, 139.76380194086386,False,Weightlifting,Women's 64 kg Group A,11:50:00,2021-07-27,Weightlifting,Tokyo International Forum
241,35.44332814187166, 139.64046498472052,True,Baseball,Softball Gold Medal Game,12:00:00,2021-07-27,Softball,Yokohama Baseball Stadium
242,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (3 matches),12:00:00,2021-07-27,Beach Volleyball,Shiokaze Park
243,35.62349586496833, 139.7773659975334,False,Basketball,Women's Pool Round (2 games),12:30:00,2021-07-27,3x3 Basketball,Aomi Urban Sports Park
244,35.903408731875246, 139.71816554795595,False,Football,Women's Group F: Brazil vs Zambia,12:30:00,2021-07-27,Football,Saitama Stadium
245,35.895211316703495, 139.6314078235249,False,Basketball,Women's Preliminary Round Group C: Puerto Rico vs China,13:00:00,2021-07-27,Basketball,Saitama Super Arena
246,35.336127096773154, 140.39491001303773,False,Surfing,Women's Bronze medal match,00:00:00,2021-07-28,Surfing,Tsurigasaki Surfing Beach
247,35.60796457817903, 139.8147625026683,False,Rowing,Women's Double Sculls Final B,00:30:00,2021-07-28,Rowing,Sea Forest Waterway
248,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Preliminary Round - Pool A: Canada vs Islamic Rep. of Iran,01:00:00,2021-07-28,Volleyball,Ariake Arena
249,35.66773432212354, 139.70019944667044,False,Handball,Men's Preliminary Round Group B: Denmark vs Bahrain,01:00:00,2021-07-28,Handball,Yoyogi National Stadium
250,35.7811380207295, 139.58779467064903,False,Shooting,Trap Women's Qualification - Day 1,01:00:00,2021-07-28,Shooting,Asaka Shooting Range
251,35.66446761779039, 139.52756286092847,False,Rugby,Men's Placing 11-12,01:00:00,2021-07-28,Rugby,Tokyo Stadium
252,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (3 matches),01:00:00,2021-07-28,Beach Volleyball,Shiokaze Park
253,35.66516093172041, 139.52508181634872,False,Badminton,Women's Singles Group Play Stage,01:00:00,2021-07-28,Badminton,Musashino Forest Sport Plaza
254,35.65025376166539, 139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,01:30:00,2021-07-28,Archery,Yumenoshima Park Archery Field
255,35.59269081886343, 139.75405101776522,False,Hockey,Women's Pool A: Netherlands vs South Africa,01:30:00,2021-07-28,Hockey,Oi Hockey Stadium
256,35.59269081886343, 139.75405101776522,False,Hockey,Women's Pool A: Great Britain vs India,02:00:00,2021-07-28,Hockey,Oi Hockey Stadium
257,35.895211316703495, 139.6314078235249,False,Basketball,Men's Preliminary Round Group B: Nigeria vs Winner of Olympic Qualifying Tournament in Split(Croatia),02:00:00,2021-07-28,Basketball,Saitama Super Arena
258,35.64977449961884, 140.03645074412134,False,Fencing,Men's Sabre Team Table of 16,02:00:00,2021-07-28,Fencing,Makuhari Messe Hall
259,35.679538129089025, 139.71224149090568,False,Tennis,Women's Singles Quarterfinals,02:00:00,2021-07-28,Table Tennis,Tokyo Metropolitan Gymnasium
260,35.65154002713155, 139.81526845227876,False,Swimming,Men's 100m Freestyle Semifinals,02:30:00,2021-07-28,Swimming,Tokyo Aquatics Centre
261,35.63522638292027, 139.78961039488578,False,Tennis,Men's Singles Third Round,03:00:00,2021-07-28,Tennis,Ariake Tennis Park
262,35.69708642863296, 139.79336043405075,False,Boxing,Women's Feather (54-57kg) QuarterFinal,03:00:00,2021-07-28,Boxing,Kokugikan Arena
263,37.72216480340486, 140.3640114979229,False,Baseball,Baseball Opening Round,04:00:00,2021-07-28,Baseball,Fukushima Azuma Baseball Stadium
264,35.29979336326726, 139.48406276201857,False,Sailing,RS:X Men,04:00:00,2021-07-28,Sailing,Enoshima Yacht Harbour
265,35.372702911045124, 138.92936859906928,False,Cycling,Women's Individual Time Trial,03:30:00,2021-07-28,Cycling Road,Fuji international Speedway
266,35.643601065815034, 139.85504382104045,False,Canoeing,Canoe (C1) Women Heats,05:00:00,2021-07-28,Canoe Slalom,Kasai Canoe Slalom Centre
267,35.895211316703495, 139.6314078235249,False,Basketball,Men's Preliminary Round Group A: United States vs Islamic Rep. of Iran,05:40:00,2021-07-28,Basketball,Saitama Super Arena
268,35.67697382447295, 139.76380194086386,False,Weightlifting,Men's 73 kg Group B,05:50:00,2021-07-28,Weightlifting,Tokyo International Forum
269,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Group B: Hungary vs United States,06:00:00,2021-07-28,Volleyball,Ariake Arena
270,35.66773432212354, 139.70019944667044,False,Handball,Men's Preliminary Round Group B: Japan vs Egypt,06:15:00,2021-07-28,Handball,Yoyogi National Stadium
271,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Preliminary Round - Pool B: Argentina vs France,06:20:00,2021-07-28,Volleyball,Ariake Arena
272,35.679538129089025, 139.71224149090568,False,Tennis,Women's Singles Quarterfinals,07:00:00,2021-07-28,Table Tennis,Tokyo Metropolitan Gymnasium
273,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (3 matches),07:00:00,2021-07-28,Beach Volleyball,Shiokaze Park
274,35.65154002713155, 139.81526845227876,False,Diving,Men's Synchronised 3m Springboard Final,07:00:00,2021-07-28,Diving,Tokyo Aquatics Centre
275,35.65025376166539, 139.82892847281852,False,Archery,Men's Individual 1/32 & 1/16 Eliminations,08:00:00,2021-07-28,Archery,Yumenoshima Park Archery Field
276,35.66446761779039, 139.52756286092847,False,Rugby,Men's Placing 7-8,08:30:00,2021-07-28,Rugby,Tokyo Stadium
277,35.62349586496833, 139.7773659975334,False,Basketball,Women's Semifinals (2 games),09:00:00,2021-07-28,3x3 Basketball,Aomi Urban Sports Park
278,38.33557331725407, 140.95096377309127,False,Football,Men's Group D: Germany vs Côte d'Ivoire,09:00:00,2021-07-28,Football,Miyagi Stadium
279,35.903408731875246, 139.71816554795595,False,Football,Men's Group D: Saudi Arabia vs Brazil,09:00:00,2021-07-28,Football,Saitama Stadium
280,35.69708642863296, 139.79336043405075,False,Boxing,Women's Feather (54-57kg) QuarterFinal,09:00:00,2021-07-28,Boxing,Kokugikan Arena
281,35.895211316703495, 139.6314078235249,False,Basketball,Men's Preliminary Round Group B: Winner of Olympic Qualifying Tournament in Belgrade(Serbia) vs Australia,09:20:00,2021-07-28,Basketball,Saitama Super Arena
282,35.6369951864692, 139.63364991415503,False,Equestrian,Dressage Individual Grand Prix Freestyle,09:30:00,2021-07-28,Equestrian,Equestrian Park
283,35.51002465197473, 139.60687650162822,False,Football, Men's Group B: Republic of Korea vs Honduras,09:30:00,2021-07-28,Football,International Stadium Yokohama
284,43.01517544330762, 141.41041300340524,False,Football,Men's Group B: Romania vs New Zealand,09:30:00,2021-07-28,Football,Sapporo Dome
285,35.66516093172041, 139.52508181634872,False,Badminton,Men's Singles Group Play Stage,10:00:00,2021-07-28,Badminton,Musashino Forest Sport Plaza
286,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Group B: China vs Japan,10:20:00,2021-07-28,Volleyball,Ariake Arena
287,35.64977449961884, 140.03645074412134,False,Fencing,Men's Sabre Team Bronze Medal Match,10:30:00,2021-07-28,Fencing,Makuhari Messe Hall
288,35.59269081886343, 139.75405101776522,False,Hockey,Women's Pool B: Japan vs Australia,10:30:00,2021-07-28,Hockey,Oi Hockey Stadium
289,35.65154002713155, 139.81526845227876,False,Swimming,Women's 100m Freestyle - Heats,11:00:00,2021-07-28,Swimming,Tokyo Aquatics Centre
290,35.59269081886343, 139.75405101776522,False,Hockey,Women's Pool B: Argentina vs China,11:00:00,2021-07-28,Hockey,Oi Hockey Stadium
291,35.66773432212354, 139.70019944667044,False,Handball,Men's Preliminary Round Group A: Brazil vs Spain,11:30:00,2021-07-28,Handball,Yoyogi National Stadium
292,35.64167062421445, 139.79257372832834,False,Gymnastics,Men's All-Around Final,11:15:00,2021-07-28,Artistic Gymnastics,Ariake Gymnastics Centre
293,35.643512573489566, 139.79473745950065,False,Volleyball,Men's Preliminary Round - Pool A: Japan vs Italy,11:40:00,2021-07-28,Volleyball,Ariake Arena
294,35.67697382447295, 139.76380194086386,False,Weightlifting,Men's 73 kg Group A,11:50:00,2021-07-28,Weightlifting,Tokyo International Forum
295,35.679538129089025, 139.71224149090568,False,Tennis,Women's Singles Quarterfinals,12:00:00,2021-07-28,Table Tennis,Tokyo Metropolitan Gymnasium
296,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (3 matches),12:00:00,2021-07-28,Beach Volleyball,Shiokaze Park
297,35.62349586496833, 139.7773659975334,False,Basketball,Women's Bronze Medal Game,12:45:00,2021-07-28,3x3 Basketball,Aomi Urban Sports Park
298,35.895211316703495, 139.6314078235249,False,Basketball,Men's Preliminary Round Group A: Winner of Olympic Qualifying Tournament in Victoria(Canada) vs France,13:00:00,2021-07-28,Basketball,Saitama Super Arena
299,35.336127096773154, 140.39491001303773,False,Surfing,Competition TBD,,2021-07-29,Surfing,Tsurigasaki Surfing Beach
300,35.899811713519725, 139.40574870339583,False,Golf,Men's Individual Stroke Play Round 1,23:30:00,2021-07-29,Golf,Kasumigaseki Country Club
301,35.60796457817903, 139.8147625026683,False,Rowing,Men's Single Sculls Final F,00:30:00,2021-07-29,Rowing,Sea Forest Waterway
302,35.66446761779039, 139.52756286092847,False,Rugby,Women's Pool Round (6 matches),01:00:00,2021-07-29,Rugby,Tokyo Stadium
303,35.643512573489566, 139.79473745950065,False,Volleyball,Women's Preliminary Round - Pool B: Italy vs Argentina,01:00:00,2021-07-29,Volleyball,Ariake Arena
304,35.62426208355979, 139.76843705331703,False,Volleyball,Men's or Women's Preliminaries (3 matches),01:00:00,2021-07-29,Beach Volleyball,Shiokaze Park
305,35.66773432212354, 139.70019944667044,False,Handball,Women's Preliminary Round Group A: Netherlands vs Angola,01:00:00,2021-07-29,Handball,Yoyogi National Stadium
306,35.64977449961884, 140.03645074412134,False,Fencing,Women's Foil Team Table of 16,01:00:00,2021-07-29,Fencing,Makuhari Messe Hall
